-0.0169447102	-0.0022276785	-0.0090442266	0.0009532905	0.0136118703	-0.0083280356	0.0132705771	0.0038178295	0.0170457875	0.0176102540
-0.0111819990	0.0626619779	-0.0673744835	-0.0449999261	-0.0487302710	0.0391868732	0.0414351217	0.0362899078	-0.0148242038	-0.0165745119
0.0500200463	-0.0700937134	-0.2710030539	0.0538216850	0.2261714140	-0.0212099412	-0.3349972444	0.0613479129	-0.0544064060	0.0800146996
0.0584432384	0.0670080733	-0.3681160595	-0.0786242945	0.0139561583	-0.2822958899	0.1611605619	-0.4736559943	0.1220675154	-0.3091961849
0.3042919223	0.1804662426	0.1677883357	0.0262499412	-0.0868899951	0.2369557228	-0.1837313533	0.1914802492	-0.2792788401	0.0425906974
-0.0012019467	-0.0014647128	0.0000627531	-0.0005270795	-0.0011299288	-0.0031505063	-0.0010895669	0.0015199313	-0.0012217232	-0.0016078532
-0.0149679113	0.1290466322	-0.1427719006	0.1104733763	-0.1087391689	-0.0202790637	-0.1115743266	0.1432445246	0.1245645247	0.2901049376
-0.0912336264	-0.0402535034	0.1722656076	-0.1456396634	-0.0119996484	0.0246979092	-0.8623741949	0.0802181160	-0.2023816979	0.0170203888
0.0765392299	-0.1899799685	0.2254452398	0.0644932455	-0.0017149242	0.1825840448	0.5412882167	-0.0226460967	-0.0043380802	-0.3414490332
0.0081571492	0.0384950935	0.0169724070	-0.0348533905	-0.0274365063	-0.0029717475	0.0816230751	-0.0525279263	0.0113868270	0.0020163757
0.1205354287	-0.1700774117	0.0416354739	-0.2040006841	0.4014746481	-0.2358871510	-0.1170290622	-0.1965082602	-0.0718183634	0.1449796470
-0.4676157054	0.3192603002	-0.2273494538	-0.0190063606	0.0698029225	0.1205132022	-0.2152671013	-0.0565176546	-0.2244916759	0.2991954509
0.1900441457	0.1546512470	-0.4245740141	-0.2960978004	0.4143385750	-0.1322890070	-0.0096374526	-0.5025372973	-0.3189272665	0.0245985997
0.0009084793	-0.0000515807	0.0023960111	-0.0001979955	-0.0006496838	0.0009350586	0.0020648606	-0.0020492813	0.0005649653	0.0010361926
0.0160608061	0.0477346435	0.0706133022	0.1139290842	-0.0285600995	0.0209062507	0.1161127633	-0.0028230927	-0.0627687557	0.0545120063
-0.0134343515	-0.0119420319	-0.0033717457	0.0229858921	-0.0133887635	-0.0016194405	-0.0438035634	-0.0066466040	-0.0118754261	-0.0132520677
0.0235810939	0.0140051543	-0.0108437040	-0.1082867358	0.0118291370	0.0175081499	-0.0208776912	0.0462604517	-0.0080821472	-0.0169266075
-0.0279732168	-0.0174582580	0.0239308633	0.0232896425	0.0548712202	-0.0032191535	-0.0087887685	0.0097082876	0.0559847659	-0.0233836818
0.2906962378	0.5962766970	0.5787009826	0.1618357188	-0.0907305078	-0.0745446382	0.1453397287	-0.2963710998	-0.0900634851	-0.0595780485
-0.0185184394	-0.1374183784	-0.4025685512	-0.0170173553	0.3809898193	0.1923189178	0.3198207731	0.5178581019	-0.2693510088	-0.1892788693
0.0814159187	-0.0021157070	-0.0323440994	0.1827421142	-0.0269771016	0.0448137640	0.0279702388	0.0840919162	0.0777624467	0.1269469773
-0.0475453394	-0.1029880719	0.2018460166	-0.0633797338	-0.0059334552	-0.2758404483	0.2987724490	0.0232501715	-0.1097024571	-0.0406885691
0.0535667614	0.0116103669	-0.0868868707	-0.0029885448	-0.0109152346	-0.0144385526	-0.0648219254	0.0987495528	-0.0068658610	-0.0431636616
0.0173750000	-0.0881042547	0.1422659792	-0.0773235504	0.0258533037	0.1749182791	-0.1265023195	0.2170474902	0.2017720041	-0.1561398101
-0.0016298052	-0.0056653252	-0.0260561419	0.0087102312	0.0097704880	-0.0153774276	-0.0232848957	0.0209664814	-0.0034011144	-0.0131031551
-0.0194069888	0.0121654264	0.2144495676	0.0782266056	-0.0475450205	0.0876493076	0.1633632070	0.0086293815	-0.1132087237	0.1787375548
-0.0282279664	0.1824490879	-0.2377531361	0.2362555014	0.1064803405	0.3331431383	-0.4358724101	-0.3662287670	-0.1591059959	-0.1382815273
-0.0883147005	0.4524216260	0.4817910413	0.1199958708	0.1683807674	-0.0148545346	0.4173275351	0.1326479391	-0.0517339585	0.2356760168
0.0371397586	-0.0610394790	-0.0095794787	0.0293742544	0.0039214769	0.1335211347	0.0313250418	0.0185856379	-0.0535435964	-0.0710060021
0.0086120405	0.1296026327	0.0345141497	-0.0484842192	-0.0849801492	0.1187511196	-0.0936067667	0.0780891772	0.0501153046	-0.0839014985
0.0153332968	0.0165601664	0.0020531596	0.0001073345	-0.0076087032	-0.0025387566	-0.0142269040	0.0119757166	-0.0065177079	0.0058612313
-0.1159780550	-0.2170351207	-0.0630388226	0.1039506557	-0.1566599153	0.1008631463	-0.2471967972	-0.5820510245	-0.1056981289	0.0543074036
-0.1385128106	0.0387136834	0.0657752463	-0.1313109927	-0.1031536643	-0.0639272619	0.0096208405	-0.1349661511	-0.0121976573	0.2605995642
0.3906337715	0.2181594062	0.3288855616	0.0273401197	-0.1647642372	0.1560399366	-0.0548964746	0.1612734628	-0.2214881056	0.1557142735
0.0425087034	0.0330432905	0.0217076131	-0.2794796618	-0.0621290263	-0.4347391565	-0.3237061581	0.0814677105	0.4386536431	-0.2028974840
0.0044556402	-0.0095280779	0.1175497974	-0.0138382988	0.0894278036	0.1147449293	-0.0472563089	-0.0321145620	-0.0485187367	0.0124464482
-0.2574736207	0.4250146569	0.3829467207	-0.3711345024	0.1694930198	0.0772701712	0.2080937094	-0.2451901010	-0.2203888899	-0.2929929931
-0.0811809054	-0.0924456959	-0.0270704289	-0.0337784686	0.0335070906	0.0359095996	0.0051668112	0.1343214267	-0.0021025269	-0.0058797666
