3.3579214985	-0.9019246329	0.2299602624	2.1491419901	1.5014665887	0.5448144765	0.1509183792	-1.4012174392	-0.2741801891	0.4217695516
2.9106734343	0.4689292001	-1.3950435772	0.0819944979	-0.1262597634	1.5176478034	0.8145273485	1.4285307206	0.4765184289	-0.2209854059
3.9700281037	0.5752213702	-0.3876189703	-0.7830236080	-0.0217559797	-0.7439706764	-1.4120115687	-2.2092693425	-2.3095072455	-0.9510162869
3.5201855392	-0.8736189829	1.1718126307	0.4183671193	1.2065284792	-0.0828815409	1.7147136639	-1.0770676787	0.8978437678	-1.6466021768
2.4966941822	-0.3174491580	0.4431634849	-0.2753004277	1.5954890465	-0.6899980821	-1.0852948805	-0.1302853190	-0.2930108989	0.7470919569
2.5606233462	-0.2061695149	-0.2126015846	1.0694494362	0.3834682039	0.0116181888	1.3164529341	-1.1473172599	-1.0422475235	0.2061954250
2.8116507470	-0.6200665437	0.1020095692	-0.3434423221	-0.1660832445	-0.4935092639	2.2346433140	-0.7309776679	0.2944661106	0.7118527966
4.1576903992	-0.4330282713	0.1640024310	-0.1130541847	-0.3228151191	-0.7170411877	1.3028221161	3.5729045736	0.3707629631	-0.9167238007
2.4100188443	0.2807510146	-0.4175385393	-0.2141349029	1.0847642586	-0.3524939593	0.9469375550	-0.9744098189	-0.6880606157	0.9426661031
2.8820912992	0.7610745714	-1.0483408873	-0.4526611662	-1.0053947808	-1.7402258302	-0.7373653146	-0.3333904182	-0.1291908889	0.8441228213
1.9356281328	0.2407253435	-0.9734819796	-0.2015365882	0.0421511085	0.3946472238	1.0913815812	-0.4205208304	-0.4158239138	0.0451576947
2.3588454948	-0.4730916961	0.9434959130	0.0540169539	-0.6086882735	-1.2126577432	0.6324391606	-0.6752112041	-0.8617189924	0.0880036700
3.1049592748	-0.2176728139	-0.4154320262	-1.1713223491	-2.1257140177	0.0993283177	-0.8949234938	-0.7646956180	-0.3181117465	1.0165835428
3.1145998591	-0.0391280777	1.3333093766	-1.0819051584	-1.1081917027	1.0628155271	-1.0880558288	-0.6345009077	0.2093596443	1.3277855875
3.5419909263	1.5646030860	-0.6887906386	-0.2291752150	-0.1999467778	0.4687029406	-0.8483717858	1.1607475504	2.4804470518	-0.3023487761
3.2790640585	-0.4359851817	0.1627479968	-1.2729850401	-0.4280069486	0.0731277177	2.6492323637	-0.7175277542	-0.4061041269	0.1687122719
3.6974355494	0.3542758875	-0.6712475391	-1.6457002290	-2.4889940638	0.6350019673	-0.7883153056	0.0539985673	0.7121143813	1.2871802627
1.5919482136	-0.5315769394	0.4546906246	0.1710720363	0.3403537184	-0.5694704595	0.5705709732	-0.1176395915	-0.3477756802	0.3394707294
4.5564157573	-2.4399615491	0.7744594139	0.1484194840	0.5298027767	-1.1690598701	-1.3833318608	-0.9969810887	2.8072987427	0.8659098938
3.1480414609	0.3773967755	-0.4998755340	2.2496122848	0.8411992456	0.3148576900	-0.6830171771	-0.5594604998	-0.1959878732	-1.3536744197
3.4952135362	-0.2151061280	0.1288512575	-2.4317818321	-0.8248177644	0.6937210265	0.3444672600	-0.9837048617	-1.6625891107	-0.4774649571
4.0839437722	-1.1805422229	0.9918453227	-0.3092805009	0.3796911478	-0.0704136029	0.1969947052	0.3262673337	-3.3288844425	-1.3526466134
2.3586075282	-1.0157975048	-0.1538410091	-0.4129760791	0.8273757672	0.6570020277	-0.7406621667	-0.0632181898	0.7343964016	1.0624741030
4.4269804132	-1.0464424551	0.3025407980	1.1910424333	0.6108674551	-1.3010514585	2.2665790897	2.6403186828	-0.6558987501	1.1782360215
3.3525789766	-0.0461746646	1.7696035849	-0.1944471418	-0.1504008151	0.0681076012	-0.9859809565	-0.5844920042	2.2578638191	0.7933156561
3.4848034052	-1.1572471324	0.0794030527	-0.9223053337	1.5896600517	1.1038258730	-1.3555368372	-1.4565131655	-0.9892736943	0.5144492936
